player_id,route_name,play_name,timestamp_start,timestamp_end,success,practice_id,date
6,comeback,comeback4,1626025,1626070,1,5,01/08/2023
25,flat,flat2,10792697,10793052,1,2,02/15/2023
34,post,post2,7308543,7308934,1,3,01/03/2023
27,post,post5,3601137,3605739,0,4,02/02/2023
96,slant,slant3,8295685,8302143,1,6,02/20/2023
63,dig,dig4,2292850,2293396,0,5,01/02/2023
94,out,out1,7664539,7667024,1,6,01/21/2023
18,curl,curl5,2648716,2650756,0,3,02/09/2023
92,dig,dig1,8158336,8162657,1,2,01/24/2023
55,comeback,comeback3,9580530,9582434,1,10,02/06/2023
82,comeback,comeback1,7839791,7843686,0,7,01/31/2023
89,post,post3,3290707,3297430,0,8,01/16/2023
29,dig,dig4,4340993,4345388,0,9,02/26/2023
59,out,out3,3596112,3598090,1,8,02/19/2023
40,corner,corner4,748244,749581,0,9,02/01/2023
20,post,post5,949029,954591,1,9,02/10/2023
52,corner,corner2,4856817,4858305,0,8,01/24/2023
19,out,out3,9799698,9806167,0,9,01/27/2023
63,curl,curl3,1510028,1515070,1,6,01/06/2023
65,comeback,comeback4,10533055,10540279,0,4,01/07/2023
84,dig,dig5,9425996,9426389,1,3,02/28/2023
14,curl,curl1,2095612,2102057,0,2,01/08/2023
24,flat,flat3,4458015,4464174,0,4,02/15/2023
88,flat,flat1,3532084,3533720,0,2,01/15/2023
73,post,post4,7943982,7949071,1,6,01/21/2023
32,curl,curl5,2467122,2467284,0,10,02/08/2023
53,comeback,comeback1,3487743,3494398,1,4,01/23/2023
57,out,out5,3150993,3152135,0,9,01/01/2023
59,flat,flat2,4496319,4498672,1,5,02/13/2023
101,out,out3,10112274,10117250,1,5,01/28/2023
56,slant,slant3,1876941,1878455,1,5,01/04/2023
43,dig,dig2,4593327,4595391,0,10,01/19/2023
69,comeback,comeback2,5203181,5208626,1,2,01/23/2023
52,out,out3,8841845,8844498,0,5,02/13/2023
86,slant,slant5,7556228,7560138,0,8,01/04/2023
3,comeback,comeback5,4818645,4824966,0,8,02/14/2023
71,post,post3,3361755,3365542,1,1,02/11/2023
30,post,post5,10516863,10524514,1,6,02/26/2023
86,dig,dig4,7947455,7954035,1,8,01/30/2023
24,slant,slant4,4560159,4561307,0,2,02/11/2023
49,flat,flat3,3889611,3893417,0,5,01/23/2023
81,slant,slant1,4846591,4851945,1,3,01/31/2023
23,post,post3,9278676,9281790,0,10,02/06/2023
5,corner,corner5,7261893,7265724,0,1,01/03/2023
83,post,post2,7404150,7407837,0,5,02/22/2023
47,flat,flat4,8806833,8813001,0,1,01/27/2023
80,comeback,comeback4,10564619,10571820,1,3,01/26/2023
8,out,out2,4555666,4557739,0,6,02/15/2023
75,flat,flat1,3606542,3611471,1,7,02/12/2023
77,dig,dig4,3944562,3952028,1,2,02/01/2023
20,corner,corner1,6446789,6453525,0,4,01/18/2023
1,dig,dig3,4213638,4217546,0,7,01/30/2023
93,out,out4,1587917,1593541,0,4,01/25/2023
48,out,out1,2613490,2619253,1,9,02/14/2023
44,post,post1,4574146,4579347,0,3,01/01/2023
79,dig,dig5,4753860,4756528,1,9,02/03/2023
4,curl,curl1,5667447,5668871,0,3,02/13/2023
89,curl,curl3,2162240,2166827,1,1,02/25/2023
51,dig,dig2,4574315,4574869,1,2,02/13/2023
30,comeback,comeback5,1343744,1349543,0,1,01/22/2023
25,flat,flat1,4603242,4609117,1,3,02/23/2023
13,comeback,comeback3,7081524,7083669,1,7,01/03/2023
36,comeback,comeback1,7606562,7612476,0,10,02/16/2023
50,post,post4,9126451,9128574,1,10,01/03/2023
35,out,out4,5329970,5337942,0,7,01/15/2023
53,slant,slant5,2523779,2528254,1,6,02/06/2023
81,dig,dig3,1806326,1814304,0,8,01/27/2023
99,flat,flat2,5759792,5765516,1,3,01/14/2023
38,curl,curl3,4847682,4851467,1,1,01/18/2023
85,out,out4,2763041,2765974,1,7,01/09/2023
41,curl,curl3,1530693,1537072,0,5,01/16/2023
19,dig,dig2,6607662,6613433,0,3,02/23/2023
17,flat,flat2,7047235,7052527,0,10,02/16/2023
5,flat,flat1,9462524,9468005,0,5,02/12/2023
37,flat,flat3,9010886,9011279,1,5,01/30/2023
73,corner,corner1,7840601,7843078,1,2,01/01/2023
3,dig,dig5,6667161,6674301,0,8,02/14/2023
98,corner,corner4,7857273,7864817,0,5,02/01/2023
4,comeback,comeback2,9904669,9909542,1,8,02/02/2023
46,comeback,comeback5,4020409,4023567,1,5,02/04/2023
10,dig,dig4,5133002,5134213,0,7,02/27/2023
63,curl,curl1,6954628,6962075,0,1,01/05/2023
39,corner,corner5,5085758,5090934,1,4,02/01/2023
103,post,post3,4477823,4479730,1,1,02/01/2023
74,post,post2,8852392,8856606,1,9,01/22/2023
96,slant,slant5,7459592,7464344,1,6,01/23/2023
52,comeback,comeback5,8309120,8314593,1,2,01/29/2023
94,post,post2,3250136,3252956,1,5,01/10/2023
89,curl,curl5,9949405,9950985,1,3,01/12/2023
30,dig,dig1,3902090,3904873,0,1,01/04/2023
99,flat,flat4,6846427,6847928,1,7,01/03/2023
18,out,out5,2056890,2064424,0,2,01/02/2023
2,corner,corner5,3342301,3346697,0,9,02/28/2023
50,flat,flat4,1696726,1703106,0,3,02/04/2023
102,curl,curl2,5456062,5463706,1,6,01/14/2023
40,slant,slant3,6619868,6619879,0,6,01/22/2023
67,post,post5,2101999,2106424,1,8,01/05/2023
55,curl,curl3,55707,59060,1,6,02/21/2023
69,corner,corner1,10726017,10731136,1,1,02/23/2023
98,post,post3,5312070,5317832,1,7,02/02/2023
103,dig,dig1,10403136,10408787,1,5,01/29/2023
64,curl,curl1,2388176,2392043,0,9,01/06/2023
26,dig,dig4,10717729,10721446,0,7,02/28/2023
41,out,out3,3302563,3305539,0,6,02/10/2023
8,corner,corner3,4274034,4275630,0,10,01/05/2023
40,comeback,comeback1,7296690,7297670,1,6,02/04/2023
40,post,post4,9231532,9232424,1,2,01/27/2023
64,corner,corner4,2520321,2523272,1,2,01/05/2023
77,curl,curl1,2402252,2402320,1,9,01/09/2023
52,flat,flat1,8963129,8970496,1,5,02/12/2023
39,corner,corner3,3647848,3650159,1,3,01/06/2023
74,curl,curl5,2664657,2664901,1,5,02/03/2023
36,comeback,comeback1,10209778,10211411,1,1,02/22/2023
14,post,post3,7320784,7323765,0,8,01/13/2023
8,comeback,comeback4,15197,21666,0,8,02/10/2023
58,comeback,comeback2,2763425,2766928,1,8,02/21/2023
51,post,post5,7259634,7262920,0,7,01/14/2023
66,dig,dig1,6851587,6856452,0,3,02/09/2023
43,corner,corner3,89161,90667,0,5,02/17/2023
73,out,out2,1127276,1127317,1,4,01/28/2023
97,out,out2,1976040,1981990,1,4,02/13/2023
10,out,out2,4680111,4682759,0,9,02/12/2023
98,out,out3,5397662,5401690,1,2,02/02/2023
104,slant,slant3,3586799,3592613,1,9,01/30/2023
87,curl,curl4,3743029,3750706,1,8,01/23/2023
94,curl,curl4,3879972,3885162,0,10,01/20/2023
9,dig,dig4,10605617,10606618,0,3,02/21/2023
57,post,post5,9246851,9254618,1,8,01/26/2023
28,flat,flat1,7896920,7901594,0,1,02/06/2023
70,out,out2,9164430,9168306,1,8,02/22/2023
102,flat,flat4,10220318,10223662,1,10,01/08/2023
58,dig,dig2,2818477,2821141,1,1,01/18/2023
35,slant,slant3,4840535,4840998,0,9,01/28/2023
8,comeback,comeback5,1804833,1809647,0,6,02/24/2023
89,corner,corner2,6784299,6790668,1,9,02/14/2023
12,dig,dig1,10643859,10645316,0,6,01/06/2023
6,dig,dig3,7833718,7837545,0,8,01/31/2023
68,comeback,comeback3,3782053,3785153,1,6,01/11/2023
17,dig,dig4,1915929,1916168,0,1,02/06/2023
88,comeback,comeback3,1494151,1498574,1,6,02/17/2023
37,dig,dig5,3047948,3054077,0,5,01/27/2023
5,corner,corner4,7337368,7342119,0,3,02/09/2023
85,dig,dig3,10736285,10743621,1,2,01/18/2023
12,dig,dig1,4342510,4348288,0,1,01/11/2023
72,corner,corner4,156013,158168,1,4,02/21/2023
61,comeback,comeback2,7534061,7540208,1,7,01/30/2023
2,out,out4,4481693,4487928,0,5,02/04/2023
76,slant,slant1,9122981,9123548,1,9,02/06/2023
99,flat,flat1,6754209,6757898,1,7,02/18/2023
57,corner,corner1,10033687,10036999,0,7,01/15/2023
103,corner,corner3,5100665,5107319,1,9,02/19/2023
62,comeback,comeback2,2745373,2751116,0,1,02/09/2023
52,flat,flat2,9044168,9046688,0,6,02/27/2023
13,slant,slant5,5683868,5687959,0,7,01/02/2023
89,slant,slant5,4824986,4832320,1,8,02/03/2023
31,out,out1,5804004,5811435,0,5,02/09/2023
12,post,post3,8051967,8052528,0,4,02/06/2023
96,dig,dig4,7301197,7305927,0,1,01/19/2023
80,curl,curl3,4913305,4919576,1,2,02/10/2023
15,corner,corner4,3686016,3688264,0,4,01/05/2023
84,flat,flat3,6611984,6612115,1,1,02/19/2023
83,slant,slant5,4370119,4371071,1,1,02/19/2023
75,corner,corner5,10280127,10282104,1,2,01/29/2023
33,dig,dig3,2989681,2997483,0,10,02/28/2023
68,slant,slant4,9156060,9160281,1,1,01/24/2023
14,corner,corner5,1400500,1407472,1,5,01/02/2023
104,post,post1,5840236,5843546,1,3,02/24/2023
55,curl,curl4,9083766,9088863,0,1,02/08/2023
88,slant,slant5,8713970,8715559,1,6,02/28/2023
70,comeback,comeback1,3934083,3940957,1,3,02/25/2023
52,curl,curl4,4587489,4593364,1,7,02/15/2023
79,comeback,comeback1,7398325,7405958,1,8,01/02/2023
84,dig,dig2,4252108,4254347,1,4,02/24/2023
20,out,out4,6225027,6227749,1,9,02/13/2023
92,comeback,comeback1,5122332,5127309,1,10,01/26/2023
42,comeback,comeback5,5189742,5195093,0,9,01/17/2023
10,dig,dig1,2606473,2611173,0,1,02/14/2023
95,dig,dig5,3301206,3307482,1,4,02/11/2023
40,dig,dig2,1193326,1198298,0,7,01/18/2023
91,curl,curl1,5800461,5805815,1,1,02/06/2023
21,comeback,comeback4,8653212,8654697,1,3,01/01/2023
83,comeback,comeback5,6029253,6032004,1,9,01/15/2023
39,out,out3,1998661,2006512,0,3,02/27/2023
28,flat,flat3,3134159,3135321,0,3,01/18/2023
53,post,post4,5840814,5846704,1,5,02/17/2023
60,flat,flat4,10351074,10352505,1,2,02/28/2023
70,comeback,comeback2,7677105,7679896,1,5,01/13/2023
13,curl,curl5,7922189,7927734,0,6,02/16/2023
63,slant,slant3,9358778,9360392,1,7,02/10/2023
81,out,out2,4344628,4345072,0,6,01/03/2023
38,out,out1,8041316,8047861,1,3,02/09/2023
53,out,out2,1516290,1520944,0,2,02/22/2023
18,slant,slant5,8545021,8545693,0,1,02/14/2023
57,post,post3,4152187,4158426,1,4,01/22/2023
2,slant,slant1,8107532,8112022,0,1,02/24/2023
49,post,post2,1735691,1740920,0,4,02/13/2023
31,comeback,comeback2,2577458,2579586,0,4,02/03/2023
3,curl,curl4,7637760,7642794,0,8,02/25/2023
99,dig,dig5,5614784,5618582,1,3,01/23/2023
64,flat,flat3,8486943,8491552,1,8,02/03/2023
48,comeback,comeback5,1643145,1646604,1,7,01/10/2023
39,curl,curl5,10651479,10658432,0,6,01/28/2023
85,curl,curl5,5869295,5873231,0,5,01/02/2023
72,dig,dig4,5170199,5171440,1,9,02/27/2023
21,out,out3,2228892,2234407,0,9,01/02/2023
73,comeback,comeback1,2098925,2105339,1,5,01/25/2023
45,flat,flat1,5239513,5239590,0,8,01/03/2023
38,flat,flat5,522499,530253,1,9,02/03/2023
92,out,out5,9960755,9966824,1,10,01/21/2023
95,out,out4,2978689,2981569,1,9,01/09/2023
12,comeback,comeback4,2274261,2279149,0,5,01/03/2023
43,corner,corner5,1796422,1797782,1,10,02/15/2023
41,dig,dig2,3053760,3061743,0,7,02/22/2023
12,out,out4,4400645,4407075,0,7,02/06/2023
79,corner,corner2,6355386,6363255,0,2,01/03/2023
67,out,out2,4651240,4651676,1,9,02/09/2023
49,out,out5,10712328,10713937,0,1,02/13/2023
31,flat,flat4,2219682,2222247,0,5,01/01/2023
26,corner,corner2,6133302,6140547,0,10,02/12/2023
5,out,out4,5094998,5095118,0,1,01/15/2023
50,comeback,comeback1,7621535,7624916,0,4,01/01/2023
6,flat,flat4,10331376,10338819,0,6,02/18/2023
50,flat,flat1,4665744,4671056,1,4,02/23/2023
72,corner,corner4,1054702,1062152,0,8,01/27/2023
68,curl,curl1,986005,988898,0,3,01/17/2023
63,flat,flat5,10472284,10475013,0,4,02/22/2023
3,comeback,comeback5,4854929,4858087,0,9,01/01/2023
76,slant,slant1,5766273,5771296,1,2,01/07/2023
67,comeback,comeback2,868036,874793,1,8,01/22/2023
15,post,post3,9868020,9869453,0,1,02/10/2023
70,comeback,comeback1,6893444,6900124,0,5,01/16/2023
101,out,out3,2554860,2560908,1,3,01/16/2023
15,out,out4,5989814,5995653,1,7,01/01/2023
36,out,out3,9994525,9995887,0,9,01/14/2023
67,dig,dig4,2554082,2557150,1,4,01/16/2023
70,slant,slant3,5280661,5286667,0,9,02/20/2023
56,curl,curl5,8721934,8725063,1,8,01/26/2023
84,out,out2,985081,985609,1,10,02/13/2023
101,corner,corner5,7488827,7491438,1,5,02/27/2023
96,slant,slant3,68073,75358,1,9,01/21/2023
68,flat,flat3,398006,405646,1,10,01/20/2023
10,post,post2,3713074,3718798,0,1,01/13/2023
83,corner,corner4,10504569,10510397,1,8,01/03/2023
23,comeback,comeback2,8562501,8570164,1,2,01/11/2023
77,dig,dig1,212167,220167,1,9,01/10/2023
43,comeback,comeback1,9018085,9022499,0,5,01/30/2023
39,curl,curl2,19370,25095,0,4,02/03/2023
62,out,out2,4217991,4225338,0,8,02/20/2023
7,curl,curl5,5449865,5454356,0,3,02/21/2023
10,comeback,comeback1,2501667,2508137,0,2,02/10/2023
92,dig,dig3,1843041,1846333,1,2,02/14/2023
59,flat,flat3,3629769,3633165,1,6,01/12/2023
68,slant,slant5,632502,636516,1,4,01/29/2023
87,flat,flat2,6081852,6083458,1,6,01/22/2023
93,slant,slant5,1966099,1973322,1,6,01/05/2023
6,dig,dig4,10077840,10084102,0,4,01/24/2023
47,flat,flat1,10112277,10117222,1,7,02/11/2023
46,curl,curl2,2069925,2074325,0,1,02/17/2023
45,flat,flat3,210682,212558,1,3,01/06/2023
31,corner,corner3,10693710,10701056,0,3,02/07/2023
52,curl,curl2,7244116,7247122,0,9,02/03/2023
16,dig,dig1,8786467,8786964,0,2,02/20/2023
14,curl,curl5,10703743,10706082,0,5,01/17/2023
61,post,post5,6622553,6629618,0,7,02/02/2023
86,dig,dig4,5697299,5699872,1,10,01/16/2023
79,dig,dig3,1686688,1689645,1,2,01/08/2023
47,slant,slant2,7540332,7547751,1,3,02/18/2023
42,flat,flat1,4935226,4943008,0,1,02/20/2023
21,curl,curl5,3399374,3400822,0,6,02/01/2023
80,flat,flat4,9409688,9413062,1,3,01/09/2023
97,corner,corner3,3043606,3049039,1,8,02/27/2023
31,post,post5,6759134,6765600,0,3,01/14/2023
34,corner,corner5,5686004,5686265,0,4,01/17/2023
45,comeback,comeback1,7393586,7395346,0,9,01/10/2023
90,comeback,comeback4,10239160,10244839,1,9,01/12/2023
103,curl,curl4,10126583,10132911,1,5,01/13/2023
63,slant,slant5,9212805,9213815,1,6,01/30/2023
95,corner,corner3,6257061,6261416,1,7,01/29/2023
25,post,post4,9523093,9524550,0,2,02/01/2023
102,post,post3,7634227,7634256,1,5,02/08/2023
32,comeback,comeback3,4780211,4786943,0,4,02/04/2023
37,post,post1,8774060,8777029,0,10,01/14/2023
48,curl,curl3,1758753,1766291,0,5,01/30/2023
31,post,post3,8903057,8910933,0,10,01/01/2023
4,out,out3,1721488,1721582,0,5,01/11/2023
82,out,out2,848871,855879,1,4,02/03/2023
7,flat,flat5,2128285,2130457,0,2,01/01/2023
16,out,out1,9490341,9490777,0,5,01/23/2023
57,corner,corner3,4796786,4801743,1,4,01/25/2023
1,comeback,comeback3,2113813,2118811,0,10,01/26/2023
68,dig,dig1,7855884,7860806,1,8,02/03/2023
60,comeback,comeback1,691915,692664,1,3,02/17/2023
63,dig,dig4,6816497,6822925,1,2,01/18/2023
74,curl,curl5,1948958,1951450,1,2,02/19/2023
14,corner,corner4,2317057,2323736,0,2,02/23/2023
28,curl,curl1,1590560,1592657,0,8,02/20/2023
50,out,out2,7459625,7461489,0,6,01/22/2023
84,comeback,comeback1,6949488,6953576,1,10,02/09/2023
95,out,out4,1508349,1512975,1,9,01/14/2023
48,flat,flat4,1628407,1635717,1,1,02/03/2023
71,post,post4,3095116,3100120,1,5,02/12/2023
20,post,post5,7876482,7877664,0,8,01/02/2023
86,corner,corner4,7556561,7558729,1,6,02/09/2023
97,dig,dig2,1118354,1122767,1,10,02/06/2023
87,out,out2,6026112,6032154,1,8,02/03/2023
34,post,post4,8875452,8877505,0,7,02/21/2023
95,corner,corner1,6204377,6211485,1,6,01/16/2023
14,slant,slant3,4018259,4025641,0,3,02/12/2023
71,corner,corner3,6066512,6067112,0,6,01/14/2023
65,post,post2,4428186,4432497,1,10,02/22/2023
22,comeback,comeback5,6373576,6373748,0,8,02/20/2023
80,curl,curl1,7258540,7262881,1,5,01/16/2023
93,post,post3,8606533,8611137,1,7,01/03/2023
78,dig,dig4,1782926,1786560,1,7,02/07/2023
95,post,post4,490539,494763,1,4,01/01/2023
45,dig,dig1,1808948,1816233,1,2,02/09/2023
97,corner,corner2,383160,385317,1,6,02/21/2023
87,comeback,comeback5,568054,570888,1,9,01/22/2023
69,dig,dig5,6478595,6479881,1,9,01/13/2023
15,slant,slant4,9801723,9805114,0,6,02/27/2023
35,out,out5,3678462,3680978,0,3,01/05/2023
34,out,out5,4276354,4279473,0,9,01/31/2023
5,flat,flat4,5062601,5065109,0,10,02/06/2023
41,out,out2,1555094,1556502,1,2,01/25/2023
33,flat,flat3,5471202,5478897,0,9,01/14/2023
30,corner,corner5,8499189,8502217,0,1,02/15/2023
87,flat,flat3,189237,193931,1,4,02/23/2023
73,curl,curl3,698279,705792,1,9,01/11/2023
16,corner,corner1,5368187,5375605,0,4,02/06/2023
73,post,post2,9448001,9454834,1,6,02/13/2023
44,curl,curl5,6996229,6998907,0,1,01/18/2023
92,dig,dig4,1582435,1584278,1,5,01/21/2023
1,slant,slant5,8522318,8528407,1,1,01/31/2023
62,slant,slant5,2805087,2808503,0,8,01/01/2023
70,post,post4,4549646,4549696,1,9,01/09/2023
2,comeback,comeback1,3204418,3210328,0,1,02/27/2023
22,slant,slant2,7599311,7606624,0,3,02/18/2023
56,dig,dig3,1817303,1819531,0,2,01/08/2023
30,curl,curl4,7756627,7762440,0,10,02/10/2023
18,out,out1,7109436,7114087,0,10,02/05/2023
34,post,post3,3073468,3079662,0,4,01/18/2023
98,flat,flat1,3127854,3129267,1,1,02/28/2023
94,out,out2,9182324,9183385,1,3,02/21/2023
63,slant,slant5,10511108,10515508,1,7,01/28/2023
75,out,out1,554015,560131,1,7,01/17/2023
41,post,post1,6710309,6716707,0,10,01/07/2023
67,post,post1,504461,511687,1,2,01/10/2023
19,post,post5,3831101,3838030,1,3,01/17/2023
44,flat,flat4,2986039,2991011,1,3,01/09/2023
30,post,post1,646413,650734,0,6,02/06/2023
87,comeback,comeback5,3249388,3252358,1,5,02/16/2023
101,slant,slant1,4937339,4942512,1,4,01/20/2023
40,post,post5,6026083,6028186,0,2,02/20/2023
44,flat,flat5,8359313,8366638,0,8,01/12/2023
83,curl,curl1,10624447,10629500,1,9,02/27/2023
71,out,out5,577091,578659,0,9,01/26/2023
50,post,post2,4585438,4592401,1,9,01/22/2023
90,slant,slant4,6285962,6293219,1,4,02/25/2023
42,out,out1,2948223,2952739,0,1,02/20/2023
99,slant,slant1,8217663,8220849,1,7,01/10/2023
9,out,out4,4130081,4132125,0,6,01/17/2023
63,corner,corner1,4571489,4574299,1,2,02/06/2023
26,post,post4,10107403,10107526,0,8,02/06/2023
89,out,out5,7077314,7081560,1,3,02/23/2023
25,post,post2,9825382,9828608,1,1,02/11/2023
46,out,out5,3828710,3833487,0,10,02/15/2023
12,slant,slant1,713301,715632,0,9,01/22/2023
26,curl,curl2,7534131,7539036,1,10,02/24/2023
21,slant,slant4,5439152,5446359,0,8,01/27/2023
80,flat,flat5,7227388,7234565,1,3,02/01/2023
36,dig,dig3,8707115,8707356,0,1,01/19/2023
14,curl,curl4,639017,639352,0,9,01/16/2023
12,flat,flat4,8257563,8265355,0,9,02/13/2023
68,curl,curl1,7041071,7042286,1,8,01/06/2023
43,dig,dig5,7506497,7513063,1,10,01/04/2023
98,flat,flat1,10230514,10231050,1,10,02/03/2023
5,curl,curl4,10166848,10173655,0,9,02/05/2023
98,out,out3,6756861,6761916,1,8,01/25/2023
82,corner,corner1,2982216,2986923,1,6,02/22/2023
16,corner,corner4,1828203,1833849,0,3,01/29/2023
94,flat,flat2,7029061,7033596,1,10,02/02/2023
74,corner,corner2,3164728,3168426,1,9,02/06/2023
65,comeback,comeback1,8212975,8217908,1,5,01/28/2023
94,comeback,comeback4,2833928,2835187,1,8,01/14/2023
60,comeback,comeback4,8796,10716,1,7,01/16/2023
97,dig,dig2,10288965,10293191,1,3,01/30/2023
11,slant,slant3,5565678,5566905,0,7,01/06/2023
67,slant,slant3,259189,259707,1,4,01/01/2023
17,out,out3,1195628,1201412,0,7,01/30/2023
8,slant,slant4,6856557,6859393,0,9,01/17/2023
72,comeback,comeback1,9959007,9965778,1,6,01/19/2023
33,corner,corner1,8989280,8994713,1,2,01/21/2023
92,flat,flat1,10349787,10350176,1,1,02/21/2023
27,comeback,comeback1,7600497,7605495,0,10,01/31/2023
15,dig,dig1,7577306,7578259,1,9,01/27/2023
32,slant,slant5,4591319,4595775,0,4,01/25/2023
32,out,out5,2501317,2508049,1,5,02/19/2023
31,comeback,comeback4,10654657,10659783,0,2,02/03/2023
90,dig,dig4,8860770,8868653,1,8,01/01/2023
